Точка,Широта,Долгота,у,х,NDVI,SAVI,REVI,EVI,TVI,GNDVI,NDII,CVI,PRI,NDRE,OSAVI,ARVI,VARI
Пв1заг2,54.213149,69.513474,59,34,0.43596295113382305,0.6538400127734313,0.6726190476190477,1.1424506193505188,0.6602749057277757,0.45172747820471426,0.044367015098722415,1.5458663646659119,0.2070049393803323,0.2516703786191537,0.43594067374391604,0.23582864560796193,-0.030249110320284697
Заг2пв,54.215103,69.514337,37,40,0.4161735700197239,0.6241577649958916,0.7000789265982637,1.0663746630727762,0.645115160277391,0.446122860020141,0.02644746247319514,1.4256756756756759,0.17587006960556845,0.259280912014031,0.41615168169984484,0.21624007060900266,-0.05670567056705671
ПвЗАГ2ОБР1,54.213129,69.51431,59,40,0.3708474576271186,0.556176919166243,0.5710955710955712,1.0297439759036144,0.6089724604833281,0.40807799442896936,-0.02928468554968795,1.1788793103448274,0.1620767494356659,0.22212148685403446,0.37082734495756164,0.18165784832451498,-0.06964285714285715
ПвЗАГ2ОБР2,54.213864,69.515271,51,46,0.37426518615284127,0.5613061224489796,0.5891238670694865,1.013083451202263,0.6117721685013476,0.418745785569791,-0.010348071495766699,1.1962421711899793,0.16038562664329536,0.22753792298716452,0.3742456305353084,0.18294243070362473,-0.08347826086956522
ПвЗАГ2ОБР10,54.21459,69.516632,43,55,0.43162108072048033,0.6473236618309155,0.7362459546925566,1.205290611028316,0.6569787521073116,0.45689069925322473,0.0173026783598009,1.5187793427230045,0.1839080459770115,0.2690715552927262,0.4315980468020386,0.2358744394618834,-0.04990403071017274
ПвЗаг3обр10,54.214125,69.517558,48,61,0.4823091247672253,0.7233514352211017,0.8215102974828374,1.3641151685393258,0.6944847908825832,0.49858801380608725,0.06678579405852134,1.8633093525179856,0.22237762237762237,0.2911597729115977,0.48228517516200314,0.28442728442728443,-0.034079844206426485
Пв3обр6,54.213925,69.51903,50,70,0.4946983546617916,0.7419118991043685,0.8925925925925926,1.4764295067656046,0.7033479612978142,0.4897959183673469,0.04046831254772207,1.9580318379160637,0.21964991530208922,0.3085787451984635,0.49466941604878695,0.2995438418651799,0.010332950631458095
Пв3обр5,54.213274,69.517736,58,62,0.5371000680735194,0.8055130168453293,0.9789658194566171,1.4170258620689655,0.7328711128660478,0.5113788487282463,0.06109022556390977,2.320588235294118,0.2531576057111477,0.32862606649014414,0.5370708198328206,0.33528836754643204,0.053418803418803416
Пв3обр4,54.213185,69.516977,59,57,0.5767427321037825,0.8649789029535865,1.1427357689039934,1.717877094972067,0.7594357985397991,0.5429795044356073,0.14610315837309704,2.725258493353028,0.2696871628910464,0.3636117869694512,0.5767138873954414,0.38398544131028206,0.07743362831858407
Пв3обр3,54.212929,69.516105,61,51,0.38472942920681985,0.5769872151195109,0.6530973451327433,1.026097271648873,0.620265611820307,0.4194528875379939,-0.06856145599601098,1.2506024096385544,0.15306122448979592,0.24616410940627084,0.38470661487828745,0.19103313840155944,-0.06483300589390963
Пв3обр2,54.212657,69.515235,65,46,0.4199261992619926,0.6297731045932484,0.6862401402278704,1.2218166201417222,0.6480171288337929,0.43742995890922676,-0.04183266932270916,1.4478371501272265,0.1842241826673586,0.2554649265905383,0.41990140803494996,0.22770817980840088,-0.03423236514522822
Пв3обр1,54.212449,69.514425,67,41,0.40942562592047127,0.6140254003313087,0.6542783059636992,1.1882880957469544,0.6398637557484181,0.4177777777777778,-0.03333333333333333,1.3865336658354113,0.1812149055640633,0.24649951155975253,0.4094015080113101,0.2181330733609554,-0.015952143569292122
Пв2обр7,54.212721,69.514631,64,42,0.3887673231218089,0.5830446672743848,0.6149279050042409,1.088643790849673,0.6235120873902998,0.42036553524804177,-0.05084745762711865,1.272076372315036,0.16906296479920674,0.23516055789815116,0.3887446392624792,0.1977022498803255,-0.0599803343166175
146,54.213049,69.515212,60,46,0.4102285092491839,0.615231187669991,0.7127753303964757,1.2093669803250642,0.6404908346332396,0.4357459379615953,-0.04283604135893648,1.3911439114391144,0.16529774127310062,0.26274764533939593,0.41020470339044524,0.21976967370441458,-0.05005107252298264
Пв3обр8,54.213043,69.515258,60,46,0.4102285092491839,0.615231187669991,0.7127753303964757,1.2093669803250642,0.6404908346332396,0.4357459379615953,-0.04283604135893648,1.3911439114391144,0.16529774127310062,0.26274764533939593,0.41020470339044524,0.21976967370441458,-0.05005107252298264
Пв3обр9,54.21239,69.513365,68,34,0.3900796080832823,0.5850298484616562,0.6437364228819695,1.0096687272150895,0.6245635340646156,0.4303717706364209,0.018622391743325105,1.2791164658634537,0.16196886832141355,0.24349493289509724,0.3900604991794646,0.19368548876745598,-0.07534807534807535
